src	tgt
9401+659	10060
2280+904	3184
333+2612	2945
173+468	641
659+305	964
301+6394	6695
409+5496	5905
822+718	1540
975+870	1845
9898+367	10265
888+406	1294
942+6679	7621
515+1194	1709
769+9399	10168
986+507	1493
332+840	1172
4438+585	5023
628+701	1329
8679+839	9518
448+2406	2854
966+4077	5043
888+7843	8731
549+560	1109
1493+483	1976
691+994	1685
412+855	1267
611+929	1540
6810+447	7257
529+535	1064
7608+881	8489
9808+406	10214
701+1380	2081
1527+242	1769
438+681	1119
7404+490	7894
500+165	665
7331+292	7623
211+6387	6598
8397+754	9151
195+3808	4003
791+666	1457
132+946	1078
9005+127	9132
303+171	474
390+4373	4763
398+775	1173
2146+565	2711
477+630	1107
275+434	709
500+3572	4072
232+649	881
589+2126	2715
986+4382	5368
991+310	1301
542+8778	9320
718+688	1406
701+4325	5026
8519+382	8901
107+246	353
165+7541	7706
5044+638	5682
682+9043	9725
573+1640	2213
2492+394	2886
8476+455	8931
5873+500	6373
3869+525	4394
283+732	1015
8079+568	8647
774+4005	4779
2565+502	3067
1715+345	2060
380+743	1123
5782+782	6564
814+843	1657
4559+605	5164
880+2986	3866
178+2723	2901
6341+519	6860
268+5141	5409
618+145	763
127+2199	2326
8567+490	9057
863+7542	8405
506+138	644
356+217	573
3236+434	3670
8606+596	9202
169+2352	2521
4969+830	5799
243+8713	8956
961+3643	4604
958+118	1076
2646+281	2927
227+9759	9986
7403+272	7675
787+881	1668
793+379	1172
551+466	1017
321+831	1152
791+645	1436
552+813	1365
956+750	1706
2684+499	3183
6051+554	6605
712+104	816
890+486	1376
355+483	838
304+193	497
531+128	659
445+940	1385
796+785	1581
325+198	523
3750+841	4591
145+525	670
2764+935	3699
430+4105	4535
4393+654	5047
538+2979	3517
318+208	526
431+3844	4275
511+769	1280
112+7376	7488
569+325	894
773+934	1707
765+7045	7810
168+323	491
408+9185	9593
829+649	1478
3809+357	4166
714+432	1146
7366+794	8160
3177+440	3617
750+879	1629
6209+971	7180
8899+169	9068
118+8354	8472
623+4808	5431
1217+338	1555
731+877	1608
416+342	758
8020+875	8895
734+181	915
240+483	723
403+4309	4712
484+309	793
1621+343	1964
8270+856	9126
237+5556	5793
759+1648	2407
7797+763	8560
868+1388	2256
967+850	1817
450+4969	5419
652+155	807
5068+920	5988
4644+722	5366
633+6269	6902
552+744	1296
166+990	1156
171+4153	4324
749+244	993
228+193	421
706+662	1368
341+619	960
536+842	1378
418+3689	4107
4236+350	4586
280+5079	5359
392+8344	8736
4299+378	4677
181+6891	7072
486+3748	4234
551+7925	8476
8101+878	8979
939+912	1851
120+7249	7369
974+2363	3337
709+9801	10510
666+844	1510
363+489	852
413+8431	8844
484+8878	9362
441+239	680
8688+300	8988
294+104	398
982+612	1594
7131+603	7734
525+7465	7990
7113+493	7606
415+2167	2582
139+3039	3178
679+3660	4339
881+546	1427
889+6711	7600
9005+750	9755
7032+813	7845
766+494	1260
853+5043	5896
589+135	724
746+1462	2208
3422+367	3789
8462+797	9259
360+353	713
3644+112	3756
889+194	1083
7297+507	7804
2316+630	2946
997+533	1530
949+537	1486
808+5951	6759
9735+774	10509
700+6045	6745
7743+870	8613
2456+211	2667
6642+933	7575
375+866	1241
866+507	1373
6047+106	6153
935+603	1538
199+171	370
7845+637	8482
770+5724	6494
8060+274	8334
483+290	773
3200+302	3502
286+9234	9520
561+680	1241
290+305	595
867+287	1154
365+992	1357
551+2789	3340
3721+181	3902
187+7188	7375
383+165	548
130+4846	4976
596+2651	3247
162+372	534
781+696	1477
199+316	515
1118+484	1602
9520+879	10399
597+8753	9350
718+8036	8754
479+6620	7099
936+4925	5861
781+7528	8309
725+1937	2662
994+6410	7404
103+567	670
7583+842	8425
126+716	842
989+643	1632
816+5072	5888
562+8785	9347
7768+776	8544
103+753	856
117+6901	7018
926+853	1779
794+8279	9073
721+596	1317
856+2333	3189
538+8800	9338
2645+851	3496
400+4196	4596
3345+990	4335
9267+132	9399
609+915	1524
408+952	1360
9990+995	10985
272+8311	8583
593+778	1371
4946+349	5295
274+871	1145
2465+208	2673
832+1478	2310
434+492	926
325+5220	5545
8803+786	9589
781+239	1020
9060+192	9252
6452+992	7444
689+884	1573
2059+759	2818
486+7252	7738
8159+927	9086
328+365	693
397+189	586
191+448	639
4082+862	4944
686+476	1162
973+420	1393
690+1027	1717
163+9775	9938
967+497	1464
427+6980	7407
3069+632	3701
4639+209	4848
109+9819	9928
423+3370	3793
957+4586	5543
796+8467	9263
715+390	1105
864+781	1645
1562+713	2275
416+9230	9646
3022+380	3402
8836+746	9582
606+398	1004
7171+160	7331
256+4450	4706
4687+817	5504
1861+986	2847
977+599	1576
7419+406	7825
3608+122	3730
7427+445	7872
794+8756	9550
875+7412	8287
173+9648	9821
5637+389	6026
4196+817	5013
7451+199	7650
431+870	1301
1886+970	2856
5981+568	6549
3681+691	4372
552+812	1364
398+3372	3770
323+923	1246
4205+852	5057
1149+470	1619
2670+794	3464
485+537	1022
3756+157	3913
464+585	1049
153+220	373
6545+707	7252
252+7619	7871
134+221	355
506+600	1106
804+3826	4630
7150+894	8044
2468+896	3364
985+7260	8245
747+8292	9039
111+2966	3077
184+224	408
756+9351	10107
123+700	823
8856+380	9236
2549+913	3462
3967+493	4460
760+8105	8865
685+3051	3736
433+165	598
9806+289	10095
932+1323	2255
669+9788	10457
9004+165	9169
9830+830	10660
3033+871	3904
774+220	994
982+713	1695
3948+105	4053
8327+919	9246
225+1641	1866
688+311	999
3641+189	3830
5206+971	6177
186+227	413
5891+472	6363
3811+533	4344
1001+354	1355
147+9510	9657
774+9750	10524
243+9035	9278
6127+635	6762
720+9818	10538
4438+804	5242
778+939	1717
342+137	479
245+406	651
237+716	953
4539+705	5244
384+3105	3489
7914+176	8090
5177+366	5543
765+3675	4440
567+2364	2931
792+7968	8760
3346+648	3994
172+744	916
5413+748	6161
4156+831	4987
677+9379	10056
3687+529	4216
423+906	1329
488+1424	1912
5055+179	5234
227+9707	9934
800+661	1461
167+6396	6563
2457+471	2928
896+5476	6372
989+917	1906
380+110	490
486+327	813
207+3023	3230
639+845	1484
702+9021	9723
641+457	1098
5620+664	6284
722+2623	3345
274+425	699
285+6655	6940
9711+664	10375
7597+588	8185
3090+365	3455
803+625	1428
3547+773	4320
246+487	733
5380+154	5534
7064+824	7888
794+723	1517
823+8500	9323
549+462	1011
614+5699	6313
538+9529	10067
4748+412	5160
2424+412	2836
889+6123	7012
749+181	930
847+345	1192
269+689	958
186+861	1047
667+9074	9741
534+793	1327
3235+591	3826
627+9722	10349
3042+515	3557
731+294	1025
1119+831	1950
819+9754	10573
6653+350	7003
9652+800	10452
1693+721	2414
272+9577	9849
279+176	455
959+3184	4143
6788+152	6940
607+7211	7818
482+215	697
795+5092	5887
2931+397	3328
594+5809	6403
318+1036	1354
7449+322	7771
758+9446	10204
574+732	1306
158+6828	6986
730+571	1301
405+6798	7203
105+458	563
4050+511	4561
109+2660	2769
603+4236	4839
641+626	1267
520+226	746
107+3549	3656
5098+331	5429
504+7132	7636
473+8017	8490
649+931	1580
211+8185	8396
8198+265	8463
462+865	1327
105+6885	6990
4251+213	4464
391+141	532
504+531	1035
6426+132	6558
782+303	1085
781+5354	6135
531+600	1131
9119+919	10038
3087+432	3519
613+7370	7983
212+210	422
229+259	488
612+1223	1835
4874+153	5027
6605+539	7144
1131+544	1675
396+5623	6019
184+8027	8211
732+256	988
9376+291	9667
387+885	1272
984+369	1353
5052+782	5834
303+8764	9067
2688+817	3505
9230+725	9955
293+975	1268
3436+334	3770
235+510	745
380+296	676
536+118	654
4270+193	4463
489+517	1006
6020+816	6836
4791+327	5118
536+8851	9387
622+537	1159
1846+411	2257
375+472	847
459+7849	8308
427+148	575
141+100	241
776+862	1638
317+5674	5991
386+2650	3036
289+5133	5422
472+6476	6948
214+2587	2801
1223+799	2022
3134+439	3573
859+6920	7779
9664+719	10383
343+5521	5864
698+493	1191
208+233	441
2971+142	3113
4120+297	4417
8303+201	8504
659+733	1392
408+8769	9177
646+838	1484
144+230	374
528+663	1191
5137+998	6135
6690+474	7164
744+2923	3667
169+8910	9079
636+9255	9891
270+713	983
813+3112	3925
146+1996	2142
4116+858	4974
606+9723	10329
2228+269	2497
868+9344	10212
675+7393	8068
721+5448	6169
288+103	391
685+323	1008
1145+909	2054
8461+615	9076
9602+365	9967
972+4609	5581
825+5399	6224
2951+275	3226
146+646	792
398+140	538
3427+384	3811
376+994	1370
757+354	1111
647+218	865
764+455	1219
7047+432	7479
822+662	1484
839+3189	4028
726+5831	6557
158+1170	1328
324+5582	5906
362+116	478
2743+839	3582
7258+769	8027
990+4377	5367
325+6312	6637
308+7479	7787
556+337	893
8109+477	8586
590+195	785
285+8526	8811
935+983	1918
293+683	976
846+3955	4801
5621+121	5742
266+3911	4177
803+4077	4880
246+173	419
351+8455	8806
7594+202	7796
9630+240	9870
1193+717	1910
486+493	979
212+946	1158
881+950	1831
1716+235	1951
888+185	1073
246+1221	1467
910+208	1118
6544+973	7517
2392+307	2699
591+877	1468
8279+935	9214
414+439	853
258+4994	5252
656+808	1464
742+9906	10648
121+944	1065
205+657	862
205+9381	9586
245+1019	1264
124+332	456
494+3414	3908
771+5699	6470
800+493	1293
2841+603	3444
212+329	541
388+465	853
730+441	1171
469+186	655
719+254	973
538+643	1181
714+3971	4685
7967+253	8220
5940+739	6679
456+2702	3158
611+7047	7658
930+2251	3181
982+252	1234
3401+427	3828
499+557	1056
8838+934	9772
215+691	906
844+5562	6406
192+430	622
286+885	1171
461+6231	6692
534+8885	9419
7782+716	8498
6463+241	6704
5028+492	5520
662+9144	9806
9745+604	10349
9785+941	10726
493+185	678
7911+639	8550
4593+819	5412
340+470	810
308+971	1279
471+671	1142
236+2804	3040
457+469	926
401+571	972
955+973	1928
7898+348	8246
947+329	1276
864+241	1105
812+820	1632
486+850	1336
812+534	1346
155+2736	2891
2208+588	2796
3591+130	3721
474+244	718
350+178	528
682+951	1633
253+3988	4241
861+3295	4156
9641+815	10456
581+7742	8323
6526+554	7080
1216+393	1609
259+161	420
1526+718	2244
615+264	879
505+952	1457
796+8443	9239
5227+685	5912
6014+826	6840
533+260	793
194+9544	9738
228+4471	4699
733+1917	2650
501+288	789
2264+936	3200
8674+588	9262
768+7637	8405
268+1895	2163
762+7950	8712
376+211	587
179+471	650
6496+128	6624
388+266	654
2744+166	2910
711+111	822
292+4305	4597
1530+346	1876
187+1735	1922
8926+146	9072
422+195	617
108+6843	6951
507+9195	9702
422+869	1291
843+6830	7673
819+790	1609
439+517	956
9250+203	9453
3460+124	3584
7260+588	7848
1612+397	2009
255+798	1053
180+2528	2708
4794+320	5114
3307+887	4194
3638+613	4251
9573+887	10460
558+3149	3707
397+6903	7300
8059+140	8199
7350+344	7694
725+721	1446
256+680	936
9151+199	9350
246+884	1130
660+2428	3088
196+8451	8647
273+5843	6116
169+386	555
6952+461	7413
172+283	455
8548+364	8912
362+8242	8604
3301+226	3527
8999+140	9139
979+5696	6675
518+3113	3631
475+9396	9871
6138+482	6620
798+523	1321
8374+369	8743
1699+735	2434
1934+858	2792
816+940	1756
1130+258	1388
397+484	881
683+508	1191
328+497	825
785+2531	3316
577+8675	9252
9767+937	10704
211+2406	2617
849+210	1059
886+8096	8982
511+436	947
424+450	874
8967+317	9284
8802+217	9019
565+1627	2192
3551+581	4132
755+318	1073
681+1513	2194
7230+163	7393
908+8046	8954
318+1886	2204
988+123	1111
7929+376	8305
750+3885	4635
245+170	415
514+2338	2852
994+8396	9390
637+4507	5144
5250+288	5538
194+538	732
871+5864	6735
303+457	760
593+8790	9383
3632+813	4445
463+7375	7838
674+901	1575
4253+179	4432
3369+431	3800
6185+114	6299
569+251	820
985+6184	7169
911+790	1701
369+9531	9900
1060+561	1621
749+560	1309
2596+137	2733
863+292	1155
813+9947	10760
715+486	1201
456+314	770
795+690	1485
479+933	1412
116+5947	6063
614+3043	3657
9177+764	9941
523+7723	8246
460+9887	10347
635+6502	7137
280+569	849
482+3898	4380
3664+655	4319
490+5669	6159
8167+749	8916
818+2625	3443
925+957	1882
191+765	956
731+521	1252
608+867	1475
9924+202	10126
8276+615	8891
1534+783	2317
972+7891	8863
328+895	1223
664+7243	7907
300+976	1276
227+6744	6971
522+7484	8006
483+900	1383
619+390	1009
774+5333	6107
958+7794	8752
4957+104	5061
133+1254	1387
257+909	1166
960+9502	10462
6201+443	6644
685+540	1225
669+500	1169
731+759	1490
948+1845	2793
8030+231	8261
7396+845	8241
512+425	937
3595+547	4142
201+827	1028
616+221	837
7422+963	8385
5263+957	6220
3605+430	4035
195+195	390
547+111	658
3507+128	3635
9907+180	10087
7265+125	7390
3138+564	3702
6867+291	7158
768+327	1095
298+9772	10070
843+898	1741
888+5267	6155
1847+381	2228
247+742	989
753+693	1446
213+570	783
3010+209	3219
389+368	757
195+179	374
964+6921	7885
500+203	703
914+1359	2273
175+8971	9146
2250+315	2565
7879+484	8363
748+8387	9135
284+405	689
282+775	1057
1515+220	1735
455+8928	9383
9953+105	10058
634+859	1493
224+4159	4383
1484+648	2132
630+624	1254
321+987	1308
217+4554	4771
435+241	676
185+845	1030
3073+374	3447
593+4264	4857
456+825	1281
5822+578	6400
9123+546	9669
7552+297	7849
277+4242	4519
5605+502	6107
697+912	1609
6105+269	6374
839+599	1438
556+7942	8498
5451+935	6386
737+2762	3499
7275+539	7814
680+461	1141
747+2052	2799
271+1553	1824
5146+700	5846
400+9691	10091
507+1490	1997
284+928	1212
539+4046	4585
351+2190	2541
772+480	1252
248+6151	6399
109+426	535
1178+834	2012
318+8624	8942
6268+338	6606
2085+494	2579
716+4476	5192
4562+205	4767
5555+833	6388
2225+687	2912
7909+798	8707
425+6244	6669
301+150	451
610+1766	2376
531+2953	3484
563+275	838
6355+705	7060
342+1348	1690
118+1076	1194
391+3147	3538
137+9740	9877
1640+445	2085
1266+171	1437
197+7800	7997
5931+381	6312
871+6665	7536
181+6131	6312
727+1771	2498
405+8447	8852
969+2989	3958
732+2683	3415
329+148	477
242+207	449
982+8138	9120
274+190	464
841+931	1772
935+9807	10742
804+988	1792
365+903	1268
213+149	362
176+5320	5496
804+7218	8022
815+3790	4605
697+571	1268
229+426	655
871+698	1569
752+8320	9072
3004+634	3638
4940+691	5631
777+9029	9806
429+8908	9337
194+370	564
828+2356	3184
671+4971	5642
4373+811	5184
176+606	782
317+113	430
4541+579	5120
292+8989	9281
448+313	761
9644+626	10270
878+6108	6986
8438+771	9209
968+616	1584
233+324	557
494+8412	8906
9412+307	9719
292+2124	2416
533+3690	4223
6032+990	7022
2672+250	2922
997+2755	3752
2805+346	3151
571+291	862
129+8802	8931
9698+563	10261
371+2938	3309
2377+462	2839
317+3467	3784
614+8059	8673
6467+154	6621
379+7058	7437
150+764	914
849+7923	8772
401+293	694
280+5520	5800
9087+631	9718
211+1817	2028
5078+213	5291
217+154	371
689+372	1061
167+644	811
382+331	713
7628+501	8129
203+4602	4805
5395+607	6002
275+904	1179
455+752	1207
822+5718	6540
1050+196	1246
615+817	1432
8811+856	9667
973+4909	5882
422+797	1219
270+291	561
566+3323	3889
782+585	1367
442+1341	1783
370+178	548
795+878	1673
708+460	1168
697+1016	1713
994+5055	6049
212+1740	1952
680+796	1476
955+4740	5695
9243+271	9514
893+196	1089
411+923	1334
6499+563	7062
852+6747	7599
5216+779	5995
359+6968	7327
113+6777	6890
827+6467	7294
8935+215	9150
802+9508	10310
1339+251	1590
976+4608	5584
3320+465	3785
131+5003	5134
8056+468	8524
862+191	1053
486+754	1240
380+998	1378
9927+560	10487
3866+371	4237
6715+439	7154
703+7836	8539
416+4122	4538
693+632	1325
6624+954	7578
3014+543	3557
680+6685	7365
212+1136	1348
801+3410	4211
797+3461	4258
5747+738	6485
3664+410	4074
395+2058	2453
115+8436	8551
322+389	711
3022+154	3176
413+1083	1496
460+1010	1470
357+241	598
999+5641	6640
3540+188	3728
5434+246	5680
4223+542	4765
2322+397	2719
132+584	716
354+7328	7682
508+2607	3115
409+6091	6500
677+546	1223
6283+923	7206
3280+799	4079
356+238	594
667+4268	4935
412+2402	2814
680+8555	9235
4004+484	4488
198+3270	3468
8240+810	9050
615+6858	7473
462+8006	8468
530+7721	8251
128+1432	1560
190+3303	3493
5954+905	6859
694+624	1318
230+9900	10130
5806+154	5960
228+7601	7829
1097+573	1670
8540+959	9499
186+156	342
949+2753	3702
708+2595	3303
679+8888	9567
6428+985	7413
224+858	1082
9369+857	10226
1868+818	2686
628+247	875
9115+239	9354
791+755	1546
408+743	1151
836+1105	1941
738+4288	5026
168+100	268
718+223	941
2587+353	2940
206+585	791
952+617	1569
500+1911	2411
407+514	921
288+4849	5137
5264+941	6205
8194+979	9173
3018+542	3560
751+122	873
245+938	1183
4943+274	5217
9956+305	10261
591+5751	6342
783+2638	3421
9076+476	9552
5508+500	6008
814+2758	3572
526+7960	8486
128+390	518
223+7380	7603
694+410	1104
760+766	1526
8282+143	8425
242+8666	8908
8509+383	8892
262+466	728
9244+315	9559
823+9602	10425
625+2028	2653
771+255	1026
771+6558	7329
832+3294	4126
903+5963	6866
169+8925	9094
583+3955	4538
9306+894	10200
9608+365	9973
814+431	1245
6703+698	7401
7615+169	7784
130+972	1102
3607+337	3944
781+208	989
795+8805	9600
878+4793	5671
4876+207	5083
845+493	1338
165+2014	2179
5103+217	5320
967+867	1834
552+881	1433
721+1482	2203
428+210	638
8364+486	8850
752+687	1439
4272+300	4572
602+8168	8770
5687+330	6017
859+265	1124
933+9659	10592
188+696	884
744+784	1528
308+134	442
105+468	573
681+9955	10636
448+289	737
9653+608	10261
952+312	1264
8761+612	9373
465+3258	3723
549+537	1086
7162+994	8156
682+180	862
901+629	1530
203+2932	3135
336+1843	2179
9856+438	10294
329+941	1270
948+5118	6066
820+6863	7683
993+992	1985
394+176	570
4955+973	5928
9192+419	9611
733+1928	2661
2816+696	3512
369+1491	1860
446+531	977
305+6481	6786
242+309	551
6400+875	7275
2021+341	2362
174+1579	1753
172+7819	7991
2320+664	2984
232+5432	5664
1683+206	1889
608+619	1227
765+458	1223
589+5971	6560
121+156	277
892+900	1792
647+722	1369
798+1296	2094
8899+153	9052
884+7180	8064
3051+540	3591
7993+662	8655
218+548	766
730+476	1206
298+6621	6919
159+4902	5061
194+702	896
332+522	854
9785+681	10466
921+115	1036
5094+932	6026
178+158	336
549+284	833
144+6146	6290
716+5001	5717
232+7517	7749
773+3005	3778
2258+178	2436
656+4372	5028
822+6848	7670
554+830	1384
475+5795	6270
5001+639	5640
426+9870	10296
2710+155	2865
520+8966	9486
180+4335	4515
961+633	1594
412+859	1271
4453+225	4678
842+3325	4167
340+815	1155
765+8434	9199
121+610	731
376+384	760
7294+407	7701
161+385	546
7290+607	7897
983+491	1474
554+1727	2281
310+488	798
775+541	1316
1856+776	2632
132+9872	10004
126+6508	6634
929+4547	5476
449+843	1292
8111+986	9097
901+1935	2836
666+497	1163
5709+979	6688
8594+534	9128
9501+366	9867
490+578	1068
4903+235	5138
387+918	1305
5495+187	5682
889+655	1544
445+7465	7910
730+380	1110
375+5104	5479
1202+227	1429
682+6259	6941
967+3929	4896
573+1282	1855
109+8642	8751
467+591	1058
4569+518	5087
693+181	874
724+6145	6869
551+284	835
884+5524	6408
989+9108	10097
332+745	1077
250+992	1242
1812+338	2150
770+139	909
800+618	1418
693+6199	6892
666+834	1500
162+831	993
363+1264	1627
6789+653	7442
1732+714	2446
458+211	669
619+554	1173
623+179	802
308+433	741
7084+949	8033
7815+173	7988
7987+996	8983
246+1404	1650
721+6902	7623
517+7139	7656
401+1510	1911
477+145	622
253+1418	1671
723+316	1039
623+9326	9949
6636+320	6956
950+1534	2484
3458+490	3948
2285+179	2464
678+615	1293
9982+851	10833
651+2986	3637
1842+721	2563
775+9592	10367
8225+424	8649
299+5801	6100
436+348	784
336+8468	8804
866+2890	3756
4949+555	5504
7716+470	8186
460+673	1133
2252+470	2722
8932+719	9651
559+905	1464
335+3052	3387
5013+895	5908
790+3263	4053
5264+914	6178
449+6142	6591
183+518	701
617+3431	4048
9096+747	9843
284+997	1281
115+3732	3847
528+369	897
8698+860	9558
229+990	1219
953+541	1494
806+270	1076
235+627	862
7358+532	7890
230+7591	7821
4955+829	5784
221+6518	6739
705+2765	3470
1741+175	1916
6815+559	7374
745+8368	9113
8138+396	8534
816+3205	4021
4005+841	4846
9345+185	9530
107+707	814
7060+790	7850
8430+488	8918
549+3895	4444
5576+891	6467
337+404	741
449+1791	2240
9481+637	10118
9326+964	10290
392+6288	6680
426+3923	4349
142+933	1075
4451+540	4991
5558+688	6246
6150+201	6351
391+3713	4104
394+380	774
549+4664	5213
395+365	760
2738+337	3075
5565+244	5809
311+665	976
3766+128	3894
1651+652	2303
4197+106	4303
952+1422	2374
308+5617	5925
7987+849	8836
633+3067	3700
402+2795	3197
2965+555	3520
605+5309	5914
985+240	1225
849+2908	3757
922+2295	3217
4644+844	5488
434+260	694
6494+382	6876
745+9402	10147
2213+823	3036
6157+139	6296
202+9540	9742
294+1583	1877
1130+351	1481
700+485	1185
789+300	1089
581+3481	4062
933+4065	4998
9138+389	9527
303+750	1053
628+977	1605
4509+103	4612
168+9039	9207
4416+827	5243
139+528	667
5310+728	6038
746+4845	5591
6713+595	7308
3950+998	4948
960+4799	5759
784+8947	9731
915+7425	8340
6851+656	7507
402+2581	2983
215+873	1088
529+8326	8855
353+7960	8313
280+575	855
776+2860	3636
813+7522	8335
3098+892	3990
960+9014	9974
7750+803	8553
129+397	526
619+4524	5143
162+6295	6457
791+6203	6994
500+8240	8740
508+5271	5779
374+597	971
4587+447	5034
1747+415	2162
519+4625	5144
3728+648	4376
898+740	1638
728+725	1453
232+9843	10075
839+121	960
192+6460	6652
885+2039	2924
1806+631	2437
470+648	1118
260+958	1218
7480+980	8460
4757+397	5154
482+439	921
320+5074	5394
136+965	1101
873+639	1512
613+507	1120
143+3571	3714
408+1397	1805
746+890	1636
5051+134	5185
867+3025	3892
771+7565	8336
937+858	1795
982+2391	3373
175+616	791
7805+120	7925
860+950	1810
3487+197	3684
7408+298	7706
6114+903	7017
535+9394	9929
1383+409	1792
569+4320	4889
370+771	1141
8723+485	9208
539+2524	3063
516+674	1190
594+5659	6253
9736+618	10354
491+117	608
845+7449	8294
881+9955	10836
2774+563	3337
691+125	816
889+4802	5691
478+8811	9289
2785+758	3543
440+3355	3795
2370+197	2567
3773+312	4085
707+5095	5802
244+512	756
8758+635	9393
4808+160	4968
358+7747	8105
858+6535	7393
137+429	566
7660+992	8652
374+806	1180
873+675	1548
658+9188	9846
767+4862	5629
572+8913	9485
2334+207	2541
816+2269	3085
230+1223	1453
632+866	1498
270+302	572
990+2862	3852
534+607	1141
741+922	1663
8982+243	9225
9963+528	10491
109+5861	5970
545+401	946
5441+635	6076
729+7088	7817
3718+244	3962
635+4349	4984
7082+631	7713
5116+583	5699
315+6409	6724
3217+268	3485
8763+110	8873
526+3936	4462
581+168	749
419+818	1237
304+810	1114
650+569	1219
196+2001	2197
8679+708	9387
168+458	626
4703+453	5156
1231+297	1528
391+7982	8373
6009+476	6485
7607+360	7967
9864+756	10620
4319+179	4498
3497+205	3702
4546+386	4932
369+677	1046
229+916	1145
7274+438	7712
5542+926	6468
8756+314	9070
102+902	1004
321+193	514
3400+246	3646
586+995	1581
431+179	610
240+623	863
535+8728	9263
409+9198	9607
346+673	1019
486+7316	7802
8773+463	9236
958+9552	10510
643+2281	2924
4504+270	4774
5550+828	6378
960+547	1507
8235+601	8836
5104+801	5905
671+545	1216
6704+282	6986
986+474	1460
889+6668	7557
7948+318	8266
4129+491	4620
283+1174	1457
552+469	1021
4193+105	4298
6085+436	6521
477+359	836
1212+721	1933
134+5504	5638
8843+507	9350
812+821	1633
380+1937	2317
1498+983	2481
8713+722	9435
8446+602	9048
584+867	1451
9938+926	10864
139+478	617
727+830	1557
822+853	1675
991+971	1962
184+529	713
157+554	711
2021+421	2442
978+657	1635
973+4181	5154
1273+440	1713
6185+826	7011
700+839	1539
628+1232	1860
7605+526	8131
2007+166	2173
944+879	1823
3416+846	4262
185+3827	4012
145+5514	5659
4255+805	5060
7705+277	7982
1052+418	1470
674+6745	7419
449+577	1026
2410+679	3089
190+2904	3094
286+847	1133
290+425	715
1329+885	2214
907+110	1017
753+483	1236
183+5042	5225
957+4130	5087
3174+417	3591
488+822	1310
282+5570	5852
678+423	1101
331+4084	4415
304+3901	4205
365+8202	8567
194+9026	9220
692+6957	7649
890+9569	10459
949+3793	4742
954+699	1653
259+9813	10072
4451+819	5270
455+5729	6184
450+816	1266
5406+192	5598
4452+364	4816
578+367	945
218+629	847
4054+586	4640
578+700	1278
481+7191	7672
1554+430	1984
2713+744	3457
990+1129	2119
531+586	1117
444+2641	3085
466+413	879
578+659	1237
870+122	992
928+8478	9406
8126+848	8974
584+4990	5574
840+7114	7954
6535+594	7129
7572+407	7979
998+339	1337
2767+531	3298
892+5413	6305
7565+707	8272
267+624	891
407+711	1118
9586+303	9889
3286+233	3519
6458+907	7365
192+416	608
920+454	1374
505+3708	4213
100+3416	3516
276+408	684
182+4024	4206
978+308	1286
192+5009	5201
801+668	1469
105+8820	8925
452+202	654
663+7456	8119
4481+583	5064
7165+951	8116
823+4977	5800
496+231	727
881+3187	4068
891+6359	7250
939+7956	8895
7452+646	8098
455+600	1055
1440+327	1767
3918+886	4804
477+470	947
613+1026	1639
7523+179	7702
4769+241	5010
292+1724	2016
409+545	954
447+493	940
3947+535	4482
391+418	809
791+8875	9666
367+531	898
267+507	774
9476+954	10430
576+925	1501
454+802	1256
2661+771	3432
922+1200	2122
426+231	657
9306+493	9799
8449+111	8560
769+7581	8350
889+1893	2782
535+5237	5772
2899+718	3617
614+7108	7722
829+6489	7318
6977+214	7191
534+644	1178
991+2310	3301
107+445	552
5224+302	5526
8454+545	8999
575+388	963
224+988	1212
571+7014	7585
713+802	1515
358+7974	8332
791+5852	6643
655+373	1028
400+465	865
117+8319	8436
404+1583	1987
2829+465	3294
1599+644	2243
7491+354	7845
186+647	833
229+844	1073
748+605	1353
381+6658	7039
805+4999	5804
9577+682	10259
141+2253	2394
481+1627	2108
723+841	1564
2656+491	3147
2290+445	2735
5947+532	6479
122+4013	4135
5208+838	6046
2298+956	3254
219+4139	4358
5275+410	5685
9422+652	10074
810+918	1728
483+687	1170
320+8158	8478
864+4042	4906
613+1749	2362
7531+285	7816
5668+379	6047
516+312	828
900+524	1424
3126+381	3507
573+6212	6785
326+330	656
826+432	1258
165+726	891
845+8547	9392
7893+750	8643
6386+654	7040
587+1205	1792
448+6237	6685
942+8280	9222
573+974	1547
9175+315	9490
3785+789	4574
361+7601	7962
776+972	1748
2287+746	3033
674+6657	7331
312+865	1177
7048+411	7459
868+6166	7034
790+8657	9447
259+739	998
3731+739	4470
678+8070	8748
883+1383	2266
669+9040	9709
484+650	1134
487+721	1208
199+505	704
316+213	529
5740+282	6022
885+896	1781
7571+663	8234
460+4567	5027
713+5569	6282
888+6950	7838
2730+780	3510
6206+614	6820
9724+501	10225
979+513	1492
874+8600	9474
945+8363	9308
994+281	1275
395+1054	1449
6473+881	7354
771+3822	4593
2610+492	3102
7850+528	8378
293+1475	1768
4673+241	4914
9247+182	9429
7697+123	7820
724+5095	5819
682+740	1422
800+2490	3290
123+7378	7501
9377+984	10361
970+265	1235
477+4920	5397
583+829	1412
430+235	665
166+1506	1672
691+572	1263
350+8268	8618
915+281	1196
612+2821	3433
6427+993	7420
350+573	923
2144+107	2251
1529+798	2327
7657+987	8644
8703+982	9685
172+7833	8005
833+9803	10636
832+895	1727
9751+831	10582
549+592	1141
1979+399	2378
948+1653	2601
509+9381	9890
8209+538	8747
206+249	455
876+2831	3707
3768+475	4243
772+6567	7339
348+914	1262
315+5333	5648
437+757	1194
